vraag,antwoord
Wie was de winnaar van de Tour de France in 1957?,Jacques Anquetil
Wie was de winnaar van de Tour de France in 1958?,Charly Gaul
Wie was de winnaar van de Tour de France in 1959?,Federico Bahamontes
Wie was de winnaar van de Tour de France in 1960?,Gastone Nencini
Wie was de winnaar van de Tour de France in 1961?,Jacques Anquetil
Wie was de winnaar van de Tour de France in 1962?,Jacques Anquetil
Wie was de winnaar van de Tour de France in 1963?,Jacques Anquetil
Wie was de winnaar van de Tour de France in 1964?,Jacques Anquetil
Wie was de winnaar van de Tour de France in 1965?,Felice Gimondi
Wie was de winnaar van de Tour de France in 1966?,Lucien Aimar
Wie was de winnaar van de Tour de France in 1967?,Roger Pingeon
Wie was de winnaar van de Tour de France in 1968?,Jan Janssen
Wie was de winnaar van de Tour de France in 1969?,Eddy Merckx
Wie was de winnaar van de Tour de France in 1970?,Eddy Merckx
Wie was de winnaar van de Tour de France in 1971?,Eddy Merckx
Wie was de winnaar van de Tour de France in 1972?,Eddy Merckx
Wie was de winnaar van de Tour de France in 1973?,Luis Ocaña
Wie was de winnaar van de Tour de France in 1974?,Eddy Merckx
Wie was de winnaar van de Tour de France in 1975?,Bernard Thévenet
Wie was de winnaar van de Tour de France in 1976?,Lucien Van Impe
Wie was de winnaar van de Tour de France in 1977?,Bernard Thévenet
Wie was de winnaar van de Tour de France in 1978?,Bernard Hinault
Wie was de winnaar van de Tour de France in 1979?,Bernard Hinault
Wie was de winnaar van de Tour de France in 1980?,Joop Zoetemelk
Wie was de winnaar van de Tour de France in 1981?,Bernard Hinault
Wie was de winnaar van de Tour de France in 1982?,Bernard Hinault
Wie was de winnaar van de Tour de France in 1983?,Laurent Fignon
Wie was de winnaar van de Tour de France in 1984?,Laurent Fignon
Wie was de winnaar van de Tour de France in 1985?,Bernard Hinault
Wie was de winnaar van de Tour de France in 1986?,Greg LeMond
Wie was de winnaar van de Tour de France in 1987?,Stephen Roche
Wie was de winnaar van de Tour de France in 1988?,Pedro Delgado
Wie was de winnaar van de Tour de France in 1989?,Greg LeMond
Wie was de winnaar van de Tour de France in 1990?,Greg LeMond
Wie was de winnaar van de Tour de France in 1991?,Miguel Induráin
Wie was de winnaar van de Tour de France in 1992?,Miguel Induráin
Wie was de winnaar van de Tour de France in 1993?,Miguel Induráin
Wie was de winnaar van de Tour de France in 1994?,Miguel Induráin
Wie was de winnaar van de Tour de France in 1995?,Miguel Induráin
Wie was de winnaar van de Tour de France in 1996?,Bjarne Riis
Wie was de winnaar van de Tour de France in 1997?,Jan Ullrich
Wie was de winnaar van de Tour de France in 1998?,Marco Pantani
Wie was de winnaar van de Tour de France in 1999?,Lance Armstrong maar later ongeldig verklaard
Wie was de winnaar van de Tour de France in 2000?,Lance Armstrong maar later ongeldig verklaard
Wie was de winnaar van de Tour de France in 2001?,Lance Armstrong maar later ongeldig verklaard
Wie was de winnaar van de Tour de France in 2002?,Lance Armstrong maar later ongeldig verklaard
Wie was de winnaar van de Tour de France in 2003?,Lance Armstrong maar later ongeldig verklaard
Wie was de winnaar van de Tour de France in 2004?,Lance Armstrong maar later ongeldig verklaard
Wie was de winnaar van de Tour de France in 2005?,Lance Armstrong maar later ongeldig verklaard
Wie was de winnaar van de Tour de France in 2006?,Óscar Pereiro
Wie was de winnaar van de Tour de France in 2007?,Alberto Contador
Wie was de winnaar van de Tour de France in 2008?,Carlos Sastre
Wie was de winnaar van de Tour de France in 2009?,Alberto Contador
Wie was de winnaar van de Tour de France in 2010?,Andy Schleck
Wie was de winnaar van de Tour de France in 2011?,Cadel Evans
Wie was de winnaar van de Tour de France in 2012?,Bradley Wiggins
Wie was de winnaar van de Tour de France in 2013?,Chris Froome
Wie was de winnaar van de Tour de France in 2014?,Vincenzo Nibali
Wie was de winnaar van de Tour de France in 2015?,Chris Froome
Wie was de winnaar van de Tour de France in 2016?,Chris Froome
Wie was de winnaar van de Tour de France in 2017?,Chris Froome
Wie was de winnaar van de Tour de France in 2018?,Geraint Thomas
Wie was de winnaar van de Tour de France in 2019?,Egan Bernal
Wie was de winnaar van de Tour de France in 2020?,Tadej Pogačar
Wie was de winnaar van de Tour de France in 2021?,Tadej Pogačar
Wie was de winnaar van de Tour de France in 2022?,Jonas Vingegaard
Wie was de winnaar van de Tour de France in 2023?,Jonas Vingegaard
Wie was de winnaar van de Tour de France in 2024?,Tadej Pogačar
