vraag,antwoord
Wat is de hoofdstad van Saint Lucia,Castries
Wat is de hoofdstad van Saint Vincent and the Grenadines,Kingstown
Wat is de hoofdstad van Samoa,Apia
Wat is de hoofdstad van San Marino,San Marino
Wat is de hoofdstad van São Tomé en Principe,São Tomé
Wat is de hoofdstad van Saoedi Arabi:e,Riyadh
Wat is de hoofdstad van Senegal,Dakar
Wat is de hoofdstad van Servië,Belgrado
Wat is de hoofdstad van de Seychellen,Victoria
Wat is de hoofdstad van Sierra Leone,Freetown
Wat is de hoofdstad van Singapore,Singapore
Wat is de hoofdstad van Slovakije,Bratislava
Wat is de hoofdstad van Slovenië,Ljubljana
Wat is de hoofdstad van de Solomon Eilanden,Honiara
Wat is de hoofdstad van Somalië,Mogadishu
Wat is de hoofdstad van Zuid Afrika,Pretoria
Wat is de hoofdstad van Zuid Korea,Seoul
Wat is de hoofdstad van Zuid Soedan,Juba
Wat is de hoofdstad van Spanje,Madrid
Wat is de hoofdstad van Sri Lanka,Sri Jayawardenepura Kotte
Wat is de hoofdstad van Soedan,Khartoum
Wat is de hoofdstad van Suriname,Paramaribo
Wat is de hoofdstad van Zweden,Stockholm
Wat is de hoofdstad van Zwitserland,Bern
Wat is de hoofdstad van Syria,Damascus
Wat is de hoofdstad van Taiwan,Taipei
Wat is de hoofdstad van Tadzjikistan,Dushanbe
Wat is de hoofdstad van Tanzania,Dodoma
Wat is de hoofdstad van Thailand,Bangkok
Wat is de hoofdstad van Oost-Timor,Dili
Wat is de hoofdstad van Togo,Lomé
Wat is de hoofdstad van Tonga,Nukuʻalofa
Wat is de hoofdstad van Trinidad en Tobago,Port of Spain
Wat is de hoofdstad van Tunesië,Tunis
Wat is de hoofdstad van Turkije,Ankara
Wat is de hoofdstad van Turkmenistan,Ashgabat
Wat is de hoofdstad van Tuvalu,Funafuti
Wat is de hoofdstad van Oeganda,Kampala
Wat is de hoofdstad van Oekraine,Kiev
Wat is de hoofdstad van de verenigde Arabische Emiraten,Abu Dhabi
Wat is de hoofdstad van het Verenigd Koninkrijk,Londen
Wat is de hoofdstad van de Verenigde Staten,Washington D.C.
Wat is de hoofdstad van Uruguay,Montevideo
Wat is de hoofdstad van Oezbekistan,Tashkent
Wat is de hoofdstad van Vanuatu,Port Vila
Wat is de hoofdstad van Venezuela,Caracas
Wat is de hoofdstad van Vietnam,Hanoi
Wat is de hoofdstad van Yemen,Sana'a
Wat is de hoofdstad van Zambia,Lusaka
Wat is de hoofdstad van Zimbabwe,Harare
