vraag,antwoord
Wie won de Nobelprijs voor Literatuur in 1957?,Albert Camus
Wie won de Nobelprijs voor Literatuur in 1958?,Boris Pasternak
Wie won de Nobelprijs voor Literatuur in 1959?,Salvatore Quasimodo
Wie won de Nobelprijs voor Literatuur in 1960?,Saint‑John Perse
Wie won de Nobelprijs voor Literatuur in 1961?,Ivo Andric
Wie won de Nobelprijs voor Literatuur in 1962?,John Steinbeck
Wie won de Nobelprijs voor Literatuur in 1963?,Giorgos Seferis
Wie won de Nobelprijs voor Literatuur in 1964?,Jean‑Paul Sartre
Wie won de Nobelprijs voor Literatuur in 1965?,Mikhail Sholokhov
Wie won de Nobelprijs voor Literatuur in 1966?,Shmuel Yosef Agnon & Nelly Sachs
Wie won de Nobelprijs voor Literatuur in 1967?,Miguel Ángel Asturias
Wie won de Nobelprijs voor Literatuur in 1968?,Yasunari Kawabata
Wie won de Nobelprijs voor Literatuur in 1969?,Samuel Beckett
Wie won de Nobelprijs voor Literatuur in 1970?,Aleksandr Solzhenitsyn
Wie won de Nobelprijs voor Literatuur in 1971?,Pablo Neruda
Wie won de Nobelprijs voor Literatuur in 1972?,Heinrich Böll
Wie won de Nobelprijs voor Literatuur in 1973?,Patrick White
Wie won de Nobelprijs voor Literatuur in 1974?,Eyvind Johnson & Harry Martinson
Wie won de Nobelprijs voor Literatuur in 1975?,Eugenio Montale
Wie won de Nobelprijs voor Literatuur in 1976?,Saul Bellow
Wie won de Nobelprijs voor Literatuur in 1977?,Vicente Aleixandre
Wie won de Nobelprijs voor Literatuur in 1978?,Isaac Bashevis Singer
Wie won de Nobelprijs voor Literatuur in 1979?,Odysseas Elytis
Wie won de Nobelprijs voor Literatuur in 1980?,Czesław Miłosz
Wie won de Nobelprijs voor Literatuur in 1981?,Elias Canetti
Wie won de Nobelprijs voor Literatuur in 1982?,Gabriel García Márquez
Wie won de Nobelprijs voor Literatuur in 1983?,William Golding
Wie won de Nobelprijs voor Literatuur in 1984?,Jaroslav Seifert
Wie won de Nobelprijs voor Literatuur in 1985?,Claude Simon
Wie won de Nobelprijs voor Literatuur in 1986?,Wole Soyinka
Wie won de Nobelprijs voor Literatuur in 1987?,Joseph Brodsky
Wie won de Nobelprijs voor Literatuur in 1988?,Naguib Mahfouz
Wie won de Nobelprijs voor Literatuur in 1989?,Camilo José Cela
Wie won de Nobelprijs voor Literatuur in 1990?,Octavio Paz
Wie won de Nobelprijs voor Literatuur in 1991?,Nadine Gordimer
Wie won de Nobelprijs voor Literatuur in 1992?,Derek Walcott
Wie won de Nobelprijs voor Literatuur in 1993?,Toni Morrison
Wie won de Nobelprijs voor Literatuur in 1994?,Kenzaburō Ōe
Wie won de Nobelprijs voor Literatuur in 1995?,Seamus Heaney
Wie won de Nobelprijs voor Literatuur in 1996?,Wisława Szymborska
Wie won de Nobelprijs voor Literatuur in 1997?,Dario Fo
Wie won de Nobelprijs voor Literatuur in 1998?,José Saramago
Wie won de Nobelprijs voor Literatuur in 1999?,Günter Grass
Wie won de Nobelprijs voor Literatuur in 2000?,Gao Xingjian
Wie won de Nobelprijs voor Literatuur in 2001?,V. S. Naipaul
Wie won de Nobelprijs voor Literatuur in 2002?,Imre Kertész
Wie won de Nobelprijs voor Literatuur in 2003?,J. M. Coetzee
Wie won de Nobelprijs voor Literatuur in 2004?,Elfriede Jelinek
Wie won de Nobelprijs voor Literatuur in 2005?,Harold Pinter
Wie won de Nobelprijs voor Literatuur in 2006?,Orhan Pamuk
Wie won de Nobelprijs voor Literatuur in 2007?,Doris Lessing
Wie won de Nobelprijs voor Literatuur in 2008?,J. M. G. Le Clézio
Wie won de Nobelprijs voor Literatuur in 2009?,Herta Müller
Wie won de Nobelprijs voor Literatuur in 2010?,Mario Vargas Llosa
Wie won de Nobelprijs voor Literatuur in 2011?,Tomas Tranströmer
Wie won de Nobelprijs voor Literatuur in 2012?,Mo Yan
Wie won de Nobelprijs voor Literatuur in 2013?,Alice Munro
Wie won de Nobelprijs voor Literatuur in 2014?,Patrick Modiano
Wie won de Nobelprijs voor Literatuur in 2015?,Svetlana Alexievich
Wie won de Nobelprijs voor Literatuur in 2016?,Bob Dylan
Wie won de Nobelprijs voor Literatuur in 2017?,Kazuo Ishiguro
Wie won de Nobelprijs voor Literatuur in 2018?,Olga Tokarczuk
Wie won de Nobelprijs voor Literatuur in 2019?,Peter Handke
Wie won de Nobelprijs voor Literatuur in 2020?,Louise Glück
Wie won de Nobelprijs voor Literatuur in 2021?,Abdulrazak Gurnah
Wie won de Nobelprijs voor Literatuur in 2022?,Annie Ernaux
Wie won de Nobelprijs voor Literatuur in 2023?,Jon Fosse
Wie won de Nobelprijs voor Literatuur in 2024?,Han Kang
