vraag,antwoord
Wie was de zevenentwintigste president van de Verenigde Staten? Later opperrechter van het Hooggerechtshof; meer jurist dan politicus.,William Howard Taft
Wie was de achtentwintigste president van de Verenigde Staten? Leidde de VS door de Eerste Wereldoorlog; stichtte de Volkenbond maar kreeg thuis geen steun.,Woodrow Wilson
Wie was de negenentwintigste president van de Verenigde Staten? Zijn termijn werd overschaduwd door corruptieschandalen zoals Teapot Dome; stierf in functie.,Warren G. Harding
Wie was de dertigste president van de Verenigde Staten? Bekend om zijn zuinigheid en stille aard; presideerde tijdens de economische bloei van de jaren 1920.,Calvin Coolidge
Wie was de eenendertigste president van de Verenigde Staten? Ingenieur en humanitair; kreeg de schuld van de Grote Depressie ondanks beperkte beleidsmacht.,Herbert Hoover
Wie was de tweeëndertigste president van de Verenigde Staten? Leidde de VS door de Grote Depressie en de Tweede Wereldoorlog; introduceerde de New Deal.,Franklin D. Roosevelt
Wie was de drieëndertigste president van de Verenigde Staten? Besloot tot het gebruik van atoomwapens tegen Japan; leidde de wederopbouw na WO II.,Harry S. Truman
Wie was de vierendertigste president van de Verenigde Staten? Voormalig generaal van WO II; bevorderde snelwegen en hield de Koude Oorlog beheersbaar.,Dwight D. Eisenhower
Wie was de vijfendertigste president van de Verenigde Staten? Jongste verkozen president; inspireerde een generatie en werd vermoord in Dallas in 1963.,John F. Kennedy
Wie was de zesendertigste president van de Verenigde Staten? Lanceerde het “Great Society”-programma; escaleerde de Vietnamoorlog.,Lyndon B. Johnson
Wie was de zevendertigste president van de Verenigde Staten? Normaliseerde relaties met China maar trad af na het Watergate-schandaal.,Richard Nixon
Wie was de achtendertigste president van de Verenigde Staten? Werd president zonder ooit verkozen te zijn als president of vicepresident; verleende gratie aan Nixon.,Gerald Ford
Wie was de negenendertigste president van de Verenigde Staten? Bekend om mensenrechtenbeleid en Camp David-akkoorden; later Nobelprijswinnaar voor de Vrede.,Jimmy Carter
Wie was de veertigste president van de Verenigde Staten? Oud acteur; zijn economische beleid  en harde houding tegenover de Sovjet-Unie markeerden de jaren 1980.,Ronald Reagan
Wie was de eenenveertigste president van de Verenigde Staten? Leidde de VS tijdens de Golfoorlog; vader van een latere president.,George H. W. Bush
Wie was de tweeënveertigste president van de Verenigde Staten? Periode van economische groei en technologisch optimisme; overleefde een impeachment-procedure.,Bill Clinton
Wie was de drieënveertigste president van de Verenigde Staten? Regeerde tijdens de aanslagen van 11 september 2001 en begon oorlogen in Afghanistan en Irak.,George W. Bush
Wie was de vierenveertigste president van de Verenigde Staten? Eerste Afro-Amerikaanse president; voerde de Affordable Care Act in.,Barack Obama
Wie was de vijfenveertigste president van de Verenigde Staten? Zakenman en realityster; zijn presidentschap was polariserend en eindigde met de bestorming van het Capitool.,Donald Trump
Wie was de zesenveertigste president van de Verenigde Staten? Voormalig vicepresident onder Obama; focust op herstel na COVID-19 en versterking van democratische instituties.,Joe Biden


